Job Title,Job Description,Skills,Company,Location
Data Analyst,"We are looking for a Data Analyst at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Python, Git, Linux, JavaScript",Infosys,Hyderabad
Backend Developer,"We are looking for a Backend Developer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","AWS, SQL, Python, NLP, Power BI, JavaScript",IBM,Hyderabad
AI Engineer,"We are looking for a AI Engineer at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, Tableau, Docker, Power BI, Spark",TechNova,Remote
Cloud Engineer,"We are looking for a Cloud Engineer at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, AWS, Kubernetes, Machine Learning, Docker",DataCorp,Hyderabad
Cloud Engineer,"We are looking for a Cloud Engineer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, TensorFlow, Power BI, Machine Learning, Java, Kubernetes",Cognizant,Mumbai
Software Engineer,"We are looking for a Software Engineer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, AWS, Tableau, Kubernetes, SQL, Docker, Python",IBM,Mumbai
Business Analyst,"We are looking for a Business Analyst at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, Deep Learning, AWS, Java",DataCorp,Pune
Backend Developer,"We are looking for a Backend Developer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","AWS, Spark, Kubernetes, REST APIs, Docker, JavaScript",TCS,Pune
Software Engineer,"We are looking for a Software Engineer at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, Kubernetes, React, Docker, NLP, Spark, Tableau",Infosys,Mumbai
AI Engineer,"We are looking for a AI Engineer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, REST APIs, TensorFlow, AWS, Node.js, Deep Learning",IBM,Bangalore
Backend Developer,"We are looking for a Backend Developer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, Docker, Tableau, AWS, Node.js, REST APIs",Microsoft,Remote
Frontend Developer,"We are looking for a Frontend Developer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, Python, NLP, JavaScript",Google,Chennai
Cloud Engineer,"We are looking for a Cloud Engineer at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, Docker, Node.js, Spark, TensorFlow",Netflix,Bangalore
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, Git, Docker, NLP, Linux, Kubernetes",Microsoft,Hyderabad
Business Analyst,"We are looking for a Business Analyst at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","REST APIs, SQL, Git, Node.js",Microsoft,Bangalore
DevOps Engineer,"We are looking for a DevOps Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Kubernetes, Java, React, AWS",StartupX,Pune
Data Analyst,"We are looking for a Data Analyst at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, Tableau, React, PyTorch, Machine Learning, Git, Java",Cognizant,Hyderabad
Backend Developer,"We are looking for a Backend Developer at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","AWS, Power BI, TensorFlow, Linux, REST APIs, Kubernetes",TechNova,Mumbai
Backend Developer,"We are looking for a Backend Developer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, NLP, Python, TensorFlow, React, Deep Learning, Node.js",Accenture,Bangalore
Full Stack Developer,"We are looking for a Full Stack Developer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, TensorFlow, Spark, Machine Learning, Python, JavaScript",IBM,Chennai
Frontend Developer,"We are looking for a Frontend Developer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Java, Deep Learning, Python, JavaScript",Meta,Pune
Business Analyst,"We are looking for a Business Analyst at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, Machine Learning, Power BI, SQL, NLP, JavaScript",IBM,Remote
Full Stack Developer,"We are looking for a Full Stack Developer at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","JavaScript, Java, Deep Learning, Machine Learning, TensorFlow",TechNova,Bangalore
Full Stack Developer,"We are looking for a Full Stack Developer at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","REST APIs, Node.js, SQL, Machine Learning, NLP, Deep Learning",TechNova,Mumbai
Backend Developer,"We are looking for a Backend Developer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, Power BI, Kubernetes, PyTorch, AWS, Python, Java",Meta,Bangalore
Data Scientist,"We are looking for a Data Scientist at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Java, TensorFlow, Tableau, Git",Meta,Chennai
Frontend Developer,"We are looking for a Frontend Developer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, NLP, PyTorch, Deep Learning, Machine Learning, REST APIs, AWS",Google,Remote
Frontend Developer,"We are looking for a Frontend Developer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","REST APIs, NLP, Power BI, Tableau, JavaScript",Amazon,Hyderabad
NLP Engineer,"We are looking for a NLP Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, NLP, JavaScript, Power BI, SQL, Deep Learning, Linux",Amazon,Remote
Full Stack Developer,"We are looking for a Full Stack Developer at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","PyTorch, Java, Node.js, Python",AI Labs,Chennai
AI Engineer,"We are looking for a AI Engineer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, Java, Node.js, REST APIs, Tableau",Microsoft,Remote
Cloud Engineer,"We are looking for a Cloud Engineer at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, Machine Learning, Docker, NLP",DataCorp,Pune
Data Analyst,"We are looking for a Data Analyst at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Node.js, PyTorch, NLP, Java, Linux, Docker, Deep Learning",TCS,Chennai
DevOps Engineer,"We are looking for a DevOps Engineer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, Java, TensorFlow, REST APIs, AWS, Git, JavaScript",TCS,Chennai
